destination_city,hotel_name,category,estimated_price_usd,estimated_price_eur,hotel_website,hotel_type,distance_to_city_center_km
Amsterdam AMS,Ocean Amsterdam Inn,5,490.35,451.12,https://www.oceanamsterdaminn.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",26.04
Amsterdam AMS,Heritage Amsterdam Palace,3,91.56,84.24,https://www.heritageamsterdampalace.com,"Resort: Ubicado en destinos turísticos, con actividades recreativas.",10.28
Amsterdam AMS,Urban Amsterdam Inn,5,344.06,316.54,https://www.urbanamsterdaminn.com,Eco-Lodge: Enfocado en sostenibilidad y naturaleza.,3.61
Amsterdam AMS,Heritage Amsterdam Residence,5,172.03,158.27,https://www.heritageamsterdamresidence.com,"Resort: Ubicado en destinos turísticos, con actividades recreativas.",6.47
Amsterdam AMS,Comfort Amsterdam Resort,3,217.64,200.23,https://www.comfortamsterdamresort.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",0.73
Amsterdam AMS,Luxe Amsterdam Residence,4,247.03,227.27,https://www.luxeamsterdamresidence.com,"Airport Hotel: Cerca de aeropuertos, ideal para estancias cortas.",0.23
Amsterdam AMS,Grand Amsterdam Palace,4,298.68,274.79,https://www.grandamsterdampalace.com,"Hostal o Albergue: Económico, alojamiento compartido.",2.29
Amsterdam AMS,Grand Amsterdam Hotel,5,474.84,436.85,https://www.grandamsterdamhotel.com,"Airport Hotel: Cerca de aeropuertos, ideal para estancias cortas.",28.2
Amsterdam AMS,Grand Amsterdam Resort,4,241.21,221.91,https://www.grandamsterdamresort.com,"Resort: Ubicado en destinos turísticos, con actividades recreativas.",17.44
Amsterdam AMS,Ocean Amsterdam Residence,3,105.14,96.73,https://www.oceanamsterdamresidence.com,"Business Hotel: Ubicado en zonas comerciales, diseñado para negocios.",24.72
Amsterdam AMS,Urban Amsterdam Inn,5,274.71,252.73,https://www.urbanamsterdaminn.com,"Airport Hotel: Cerca de aeropuertos, ideal para estancias cortas.",12.39
Amsterdam AMS,Grand Amsterdam Villa,5,351.37,323.26,https://www.grandamsterdamvilla.com,"Airport Hotel: Cerca de aeropuertos, ideal para estancias cortas.",16.76
Amsterdam AMS,Royal Amsterdam Suites,4,274.24,252.3,https://www.royalamsterdamsuites.com,"Hostal o Albergue: Económico, alojamiento compartido.",10.35
Amsterdam AMS,Luxe Amsterdam Retreat,3,176.09,162.0,https://www.luxeamsterdamretreat.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",15.3
Amsterdam AMS,Sunset Amsterdam Resort,3,271.01,249.33,https://www.sunsetamsterdamresort.com,"Resort: Ubicado en destinos turísticos, con actividades recreativas.",1.43
Amsterdam AMS,Sunset Amsterdam Haven,4,210.48,193.64,https://www.sunsetamsterdamhaven.com,"Resort: Ubicado en destinos turísticos, con actividades recreativas.",1.51
Amsterdam AMS,Comfort Amsterdam Inn,4,247.25,227.47,https://www.comfortamsterdaminn.com,"Hostal o Albergue: Económico, alojamiento compartido.",11.64
Amsterdam AMS,Urban Amsterdam Haven,3,147.49,135.69,https://www.urbanamsterdamhaven.com,"Business Hotel: Ubicado en zonas comerciales, diseñado para negocios.",23.64
Amsterdam AMS,Elite Amsterdam Villa,3,222.89,205.06,https://www.eliteamsterdamvilla.com,"Hostal o Albergue: Económico, alojamiento compartido.",28.89
Lisboa LIS,Comfort Lisboa Villa,5,262.45,241.45,https://www.comfortlisboavilla.com,Eco-Lodge: Enfocado en sostenibilidad y naturaleza.,14.71
Lisboa LIS,Paradise Lisboa Inn,5,426.31,392.21,https://www.paradiselisboainn.com,"Resort: Ubicado en destinos turísticos, con actividades recreativas.",17.83
Lisboa LIS,Grand Lisboa Villa,3,268.21,246.75,https://www.grandlisboavilla.com,"Resort: Ubicado en destinos turísticos, con actividades recreativas.",3.7
Lisboa LIS,Luxe Lisboa Resort,4,237.05,218.09,https://www.luxelisboaresort.com,Eco-Lodge: Enfocado en sostenibilidad y naturaleza.,18.94
Lisboa LIS,Royal Lisboa Inn,3,218.3,200.84,https://www.royallisboainn.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",2.22
Lisboa LIS,Grand Lisboa Inn,5,288.35,265.28,https://www.grandlisboainn.com,"Resort: Ubicado en destinos turísticos, con actividades recreativas.",17.39
Lisboa LIS,Urban Lisboa Retreat,3,293.47,269.99,https://www.urbanlisboaretreat.com,"Resort: Ubicado en destinos turísticos, con actividades recreativas.",26.08
Lisboa LIS,Comfort Lisboa Resort,5,452.34,416.15,https://www.comfortlisboaresort.com,"Airport Hotel: Cerca de aeropuertos, ideal para estancias cortas.",14.35
Lisboa LIS,Comfort Lisboa Residence,3,256.37,235.86,https://www.comfortlisboaresidence.com,"Resort: Ubicado en destinos turísticos, con actividades recreativas.",7.12
Lisboa LIS,Elite Lisboa Lodge,3,176.35,162.24,https://www.elitelisboalodge.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",11.62
Lisboa LIS,Comfort Lisboa Palace,4,184.88,170.09,https://www.comfortlisboapalace.com,"Airport Hotel: Cerca de aeropuertos, ideal para estancias cortas.",16.53
Lisboa LIS,Ocean Lisboa Villa,5,401.6,369.47,https://www.oceanlisboavilla.com,"Resort: Ubicado en destinos turísticos, con actividades recreativas.",27.09
Lisboa LIS,Urban Lisboa Suites,3,218.75,201.25,https://www.urbanlisboasuites.com,"Hostal o Albergue: Económico, alojamiento compartido.",9.11
Lisboa LIS,Sunset Lisboa Lodge,3,194.81,179.23,https://www.sunsetlisboalodge.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",21.48
Lisboa LIS,Elite Lisboa Resort,3,139.78,128.6,https://www.elitelisboaresort.com,"Resort: Ubicado en destinos turísticos, con actividades recreativas.",13.68
Lisboa LIS,Comfort Lisboa Retreat,3,155.21,142.79,https://www.comfortlisboaretreat.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",29.24
Lisboa LIS,Luxe Lisboa Hotel,5,152.41,140.22,https://www.luxelisboahotel.com,"Hostal o Albergue: Económico, alojamiento compartido.",13.03
Lisboa LIS,Sunset Lisboa Hotel,3,153.18,140.93,https://www.sunsetlisboahotel.com,"Resort: Ubicado en destinos turísticos, con actividades recreativas.",3.27
Lisboa LIS,Heritage Lisboa Haven,4,245.39,225.76,https://www.heritagelisboahaven.com,Eco-Lodge: Enfocado en sostenibilidad y naturaleza.,20.91
Lisboa LIS,Grand Lisboa Residence,4,187.04,172.08,https://www.grandlisboaresidence.com,"Airport Hotel: Cerca de aeropuertos, ideal para estancias cortas.",1.59
Lisboa LIS,Royal Lisboa Inn,3,106.55,98.03,https://www.royallisboainn.com,"Resort: Ubicado en destinos turísticos, con actividades recreativas.",9.28
Lisboa LIS,Elite Lisboa Palace,4,366.07,336.78,https://www.elitelisboapalace.com,"Resort: Ubicado en destinos turísticos, con actividades recreativas.",26.56
Lisboa LIS,Heritage Lisboa Resort,3,153.63,141.34,https://www.heritagelisboaresort.com,Eco-Lodge: Enfocado en sostenibilidad y naturaleza.,6.56
Lisboa LIS,Elite Lisboa Residence,3,200.74,184.68,https://www.elitelisboaresidence.com,"Resort: Ubicado en destinos turísticos, con actividades recreativas.",13.4
Lisboa LIS,Sunset Lisboa Resort,5,278.98,256.66,https://www.sunsetlisboaresort.com,"Resort: Ubicado en destinos turísticos, con actividades recreativas.",7.1
Lisboa LIS,Luxe Lisboa Villa,4,122.36,112.57,https://www.luxelisboavilla.com,"Hostal o Albergue: Económico, alojamiento compartido.",26.91
Lisboa LIS,Sunset Lisboa Residence,5,330.08,303.67,https://www.sunsetlisboaresidence.com,"Airport Hotel: Cerca de aeropuertos, ideal para estancias cortas.",23.66
Lisboa LIS,Comfort Lisboa Hotel,4,259.17,238.44,https://www.comfortlisboahotel.com,"Airport Hotel: Cerca de aeropuertos, ideal para estancias cortas.",26.77
Lisboa LIS,Royal Lisboa Suites,3,129.16,118.83,https://www.royallisboasuites.com,Eco-Lodge: Enfocado en sostenibilidad y naturaleza.,21.28
Lisboa LIS,Elite Lisboa Palace,5,184.0,169.28,https://www.elitelisboapalace.com,"Business Hotel: Ubicado en zonas comerciales, diseñado para negocios.",27.46
Lisboa LIS,Comfort Lisboa Lodge,4,240.34,221.11,https://www.comfortlisboalodge.com,Eco-Lodge: Enfocado en sostenibilidad y naturaleza.,15.02
Lisboa LIS,Heritage Lisboa Retreat,3,169.09,155.56,https://www.heritagelisboaretreat.com,"Hostal o Albergue: Económico, alojamiento compartido.",15.11
Lisboa LIS,Elite Lisboa Retreat,4,373.12,343.27,https://www.elitelisboaretreat.com,"Resort: Ubicado en destinos turísticos, con actividades recreativas.",18.46
Lisboa LIS,Paradise Lisboa Suites,5,386.71,355.77,https://www.paradiselisboasuites.com,"Resort: Ubicado en destinos turísticos, con actividades recreativas.",26.59
Lisboa LIS,Sunset Lisboa Lodge,3,208.34,191.67,https://www.sunsetlisboalodge.com,"Business Hotel: Ubicado en zonas comerciales, diseñado para negocios.",19.9
Lisboa LIS,Grand Lisboa Palace,4,327.07,300.9,https://www.grandlisboapalace.com,"Airport Hotel: Cerca de aeropuertos, ideal para estancias cortas.",10.07
Lisboa LIS,Luxe Lisboa Suites,4,293.39,269.92,https://www.luxelisboasuites.com,"Hostal o Albergue: Económico, alojamiento compartido.",19.42
Lisboa LIS,Luxe Lisboa Villa,4,292.63,269.22,https://www.luxelisboavilla.com,Eco-Lodge: Enfocado en sostenibilidad y naturaleza.,20.71
Lisboa LIS,Sunset Lisboa Suites,4,265.12,243.91,https://www.sunsetlisboasuites.com,"Resort: Ubicado en destinos turísticos, con actividades recreativas.",11.6
Lisboa LIS,Ocean Lisboa Haven,5,243.7,224.2,https://www.oceanlisboahaven.com,"Business Hotel: Ubicado en zonas comerciales, diseñado para negocios.",18.79
Lisboa LIS,Heritage Lisboa Inn,3,155.54,143.1,https://www.heritagelisboainn.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",5.08
Lisboa LIS,Heritage Lisboa Retreat,4,197.29,181.51,https://www.heritagelisboaretreat.com,"Airport Hotel: Cerca de aeropuertos, ideal para estancias cortas.",27.18
Lisboa LIS,Paradise Lisboa Palace,4,319.96,294.36,https://www.paradiselisboapalace.com,"Hostal o Albergue: Económico, alojamiento compartido.",25.43
Lisboa LIS,Comfort Lisboa Residence,4,395.81,364.15,https://www.comfortlisboaresidence.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",7.73
Lisboa LIS,Urban Lisboa Inn,4,344.77,317.19,https://www.urbanlisboainn.com,"Business Hotel: Ubicado en zonas comerciales, diseñado para negocios.",11.89
Lisboa LIS,Paradise Lisboa Lodge,3,257.01,236.45,https://www.paradiselisboalodge.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",0.64
Lisboa LIS,Luxe Lisboa Retreat,3,199.5,183.54,https://www.luxelisboaretreat.com,"Business Hotel: Ubicado en zonas comerciales, diseñado para negocios.",8.38
Lisboa LIS,Comfort Lisboa Residence,3,248.85,228.94,https://www.comfortlisboaresidence.com,"Airport Hotel: Cerca de aeropuertos, ideal para estancias cortas.",14.71
Lisboa LIS,Urban Lisboa Resort,5,193.89,178.38,https://www.urbanlisboaresort.com,"Airport Hotel: Cerca de aeropuertos, ideal para estancias cortas.",13.43
Lisboa LIS,Grand Lisboa Retreat,3,220.06,202.46,https://www.grandlisboaretreat.com,"Airport Hotel: Cerca de aeropuertos, ideal para estancias cortas.",22.18
Lisboa LIS,Elite Lisboa Villa,5,373.36,343.49,https://www.elitelisboavilla.com,"Airport Hotel: Cerca de aeropuertos, ideal para estancias cortas.",27.36
Lisboa LIS,Grand Lisboa Palace,3,108.1,99.45,https://www.grandlisboapalace.com,"Business Hotel: Ubicado en zonas comerciales, diseñado para negocios.",29.88
Lisboa LIS,Elite Lisboa Residence,3,260.72,239.86,https://www.elitelisboaresidence.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",3.52
Lisboa LIS,Luxe Lisboa Suites,3,260.93,240.06,https://www.luxelisboasuites.com,"Business Hotel: Ubicado en zonas comerciales, diseñado para negocios.",7.02
Lisboa LIS,Sunset Lisboa Retreat,3,135.72,124.86,https://www.sunsetlisboaretreat.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",25.78
Lisboa LIS,Paradise Lisboa Retreat,3,156.26,143.76,https://www.paradiselisboaretreat.com,"Business Hotel: Ubicado en zonas comerciales, diseñado para negocios.",22.55
Lisboa LIS,Ocean Lisboa Villa,5,352.64,324.43,https://www.oceanlisboavilla.com,"Resort: Ubicado en destinos turísticos, con actividades recreativas.",17.04
Lisboa LIS,Elite Lisboa Residence,4,122.45,112.65,https://www.elitelisboaresidence.com,"Airport Hotel: Cerca de aeropuertos, ideal para estancias cortas.",13.13
Lisboa LIS,Comfort Lisboa Villa,5,212.0,195.04,https://www.comfortlisboavilla.com,"Airport Hotel: Cerca de aeropuertos, ideal para estancias cortas.",1.15
Lisboa LIS,Elite Lisboa Haven,5,286.9,263.95,https://www.elitelisboahaven.com,"Resort: Ubicado en destinos turísticos, con actividades recreativas.",2.73
Lisboa LIS,Elite Lisboa Suites,4,198.37,182.5,https://www.elitelisboasuites.com,"Airport Hotel: Cerca de aeropuertos, ideal para estancias cortas.",4.59
Lisboa LIS,Luxe Lisboa Resort,3,126.3,116.2,https://www.luxelisboaresort.com,"Airport Hotel: Cerca de aeropuertos, ideal para estancias cortas.",7.76
Lisboa LIS,Comfort Lisboa Villa,3,90.28,83.06,https://www.comfortlisboavilla.com,"Business Hotel: Ubicado en zonas comerciales, diseñado para negocios.",0.27
Lisboa LIS,Royal Lisboa Palace,3,237.54,218.54,https://www.royallisboapalace.com,Eco-Lodge: Enfocado en sostenibilidad y naturaleza.,22.49
Lisboa LIS,Comfort Lisboa Hotel,4,314.16,289.03,https://www.comfortlisboahotel.com,"Business Hotel: Ubicado en zonas comerciales, diseñado para negocios.",28.09
Lisboa LIS,Comfort Lisboa Residence,5,299.75,275.77,https://www.comfortlisboaresidence.com,"Airport Hotel: Cerca de aeropuertos, ideal para estancias cortas.",13.44
Lisboa LIS,Grand Lisboa Resort,3,230.31,211.89,https://www.grandlisboaresort.com,Eco-Lodge: Enfocado en sostenibilidad y naturaleza.,14.91
Lisboa LIS,Ocean Lisboa Palace,3,99.24,91.3,https://www.oceanlisboapalace.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",29.68
Lisboa LIS,Paradise Lisboa Retreat,4,251.64,231.51,https://www.paradiselisboaretreat.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",5.11
Lisboa LIS,Luxe Lisboa Inn,3,197.92,182.09,https://www.luxelisboainn.com,"Resort: Ubicado en destinos turísticos, con actividades recreativas.",28.98
Lisboa LIS,Luxe Lisboa Lodge,4,390.12,358.91,https://www.luxelisboalodge.com,"Hostal o Albergue: Económico, alojamiento compartido.",18.93
Lisboa LIS,Comfort Lisboa Residence,3,238.15,219.1,https://www.comfortlisboaresidence.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",25.76
Lisboa LIS,Sunset Lisboa Residence,3,129.23,118.89,https://www.sunsetlisboaresidence.com,"Resort: Ubicado en destinos turísticos, con actividades recreativas.",15.38
Lisboa LIS,Sunset Lisboa Haven,4,220.68,203.03,https://www.sunsetlisboahaven.com,"Resort: Ubicado en destinos turísticos, con actividades recreativas.",9.41
Lisboa LIS,Paradise Lisboa Residence,3,127.28,117.1,https://www.paradiselisboaresidence.com,"Airport Hotel: Cerca de aeropuertos, ideal para estancias cortas.",13.32
Lisboa LIS,Sunset Lisboa Resort,5,250.51,230.47,https://www.sunsetlisboaresort.com,"Airport Hotel: Cerca de aeropuertos, ideal para estancias cortas.",13.35
Lisboa LIS,Comfort Lisboa Lodge,5,208.67,191.98,https://www.comfortlisboalodge.com,"Business Hotel: Ubicado en zonas comerciales, diseñado para negocios.",10.07
Lisboa LIS,Ocean Lisboa Resort,3,278.42,256.15,https://www.oceanlisboaresort.com,"Resort: Ubicado en destinos turísticos, con actividades recreativas.",16.39
Lisboa LIS,Heritage Lisboa Lodge,3,254.77,234.39,https://www.heritagelisboalodge.com,"Hostal o Albergue: Económico, alojamiento compartido.",29.34
Lisboa LIS,Grand Lisboa Hotel,4,270.95,249.27,https://www.grandlisboahotel.com,Eco-Lodge: Enfocado en sostenibilidad y naturaleza.,23.52
Lisboa LIS,Grand Lisboa Inn,4,227.17,209.0,https://www.grandlisboainn.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",2.86
Lisboa LIS,Ocean Lisboa Suites,4,142.18,130.81,https://www.oceanlisboasuites.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",24.14
Lisboa LIS,Elite Lisboa Suites,3,196.47,180.75,https://www.elitelisboasuites.com,"Hostal o Albergue: Económico, alojamiento compartido.",1.41
Lisboa LIS,Sunset Lisboa Inn,3,159.61,146.84,https://www.sunsetlisboainn.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",11.75
Lisboa LIS,Sunset Lisboa Retreat,5,321.58,295.85,https://www.sunsetlisboaretreat.com,Eco-Lodge: Enfocado en sostenibilidad y naturaleza.,21.73
Lisboa LIS,Grand Lisboa Inn,5,205.76,189.3,https://www.grandlisboainn.com,"Business Hotel: Ubicado en zonas comerciales, diseñado para negocios.",11.57
Lisboa LIS,Comfort Lisboa Retreat,3,96.95,89.19,https://www.comfortlisboaretreat.com,"Resort: Ubicado en destinos turísticos, con actividades recreativas.",23.9
Lisboa LIS,Grand Lisboa Residence,3,159.61,146.84,https://www.grandlisboaresidence.com,"Airport Hotel: Cerca de aeropuertos, ideal para estancias cortas.",9.09
Lisboa LIS,Urban Lisboa Suites,3,140.04,128.84,https://www.urbanlisboasuites.com,Eco-Lodge: Enfocado en sostenibilidad y naturaleza.,27.51
Lisboa LIS,Heritage Lisboa Resort,3,295.68,272.03,https://www.heritagelisboaresort.com,"Business Hotel: Ubicado en zonas comerciales, diseñado para negocios.",19.17
Lisboa LIS,Royal Lisboa Retreat,4,235.98,217.1,https://www.royallisboaretreat.com,Eco-Lodge: Enfocado en sostenibilidad y naturaleza.,18.09
Lisboa LIS,Sunset Lisboa Residence,4,123.4,113.53,https://www.sunsetlisboaresidence.com,Eco-Lodge: Enfocado en sostenibilidad y naturaleza.,23.99
Lisboa LIS,Comfort Lisboa Retreat,3,196.01,180.33,https://www.comfortlisboaretreat.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",6.92
Lisboa LIS,Urban Lisboa Hotel,4,211.44,194.52,https://www.urbanlisboahotel.com,"Hostal o Albergue: Económico, alojamiento compartido.",8.99
Lisboa LIS,Royal Lisboa Suites,4,291.97,268.61,https://www.royallisboasuites.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",16.04
Lisboa LIS,Elite Lisboa Residence,4,324.68,298.71,https://www.elitelisboaresidence.com,"Hostal o Albergue: Económico, alojamiento compartido.",10.05
Lisboa LIS,Royal Lisboa Residence,5,176.58,162.45,https://www.royallisboaresidence.com,"Airport Hotel: Cerca de aeropuertos, ideal para estancias cortas.",17.49
Lisboa LIS,Luxe Lisboa Inn,5,321.76,296.02,https://www.luxelisboainn.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",22.57
Lisboa LIS,Comfort Lisboa Inn,3,235.25,216.43,https://www.comfortlisboainn.com,"Airport Hotel: Cerca de aeropuertos, ideal para estancias cortas.",24.55
Lisboa LIS,Elite Lisboa Villa,5,468.69,431.19,https://www.elitelisboavilla.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",19.86
Estambul IST,Paradise Estambul Palace,3,260.36,239.53,https://www.paradiseestambulpalace.com,"Hostal o Albergue: Económico, alojamiento compartido.",27.47
Estambul IST,Heritage Estambul Inn,4,223.78,205.88,https://www.heritageestambulinn.com,"Airport Hotel: Cerca de aeropuertos, ideal para estancias cortas.",2.06
Estambul IST,Sunset Estambul Resort,4,232.29,213.71,https://www.sunsetestambulresort.com,"Resort: Ubicado en destinos turísticos, con actividades recreativas.",17.11
Estambul IST,Ocean Estambul Palace,3,287.09,264.12,https://www.oceanestambulpalace.com,"Airport Hotel: Cerca de aeropuertos, ideal para estancias cortas.",1.1
Estambul IST,Sunset Estambul Palace,4,331.64,305.11,https://www.sunsetestambulpalace.com,"Resort: Ubicado en destinos turísticos, con actividades recreativas.",24.31
Estambul IST,Paradise Estambul Palace,3,214.81,197.63,https://www.paradiseestambulpalace.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",4.17
Estambul IST,Paradise Estambul Residence,4,135.76,124.9,https://www.paradiseestambulresidence.com,"Business Hotel: Ubicado en zonas comerciales, diseñado para negocios.",9.48
Estambul IST,Royal Estambul Suites,5,420.23,386.61,https://www.royalestambulsuites.com,"Airport Hotel: Cerca de aeropuertos, ideal para estancias cortas.",18.82
Estambul IST,Luxe Estambul Lodge,5,293.99,270.47,https://www.luxeestambullodge.com,"Airport Hotel: Cerca de aeropuertos, ideal para estancias cortas.",10.98
Estambul IST,Royal Estambul Inn,5,399.19,367.25,https://www.royalestambulinn.com,"Hostal o Albergue: Económico, alojamiento compartido.",11.92
Estambul IST,Elite Estambul Inn,5,301.52,277.4,https://www.eliteestambulinn.com,"Airport Hotel: Cerca de aeropuertos, ideal para estancias cortas.",3.49
Estambul IST,Grand Estambul Resort,4,285.19,262.37,https://www.grandestambulresort.com,Eco-Lodge: Enfocado en sostenibilidad y naturaleza.,6.23
Estambul IST,Luxe Estambul Suites,5,172.84,159.01,https://www.luxeestambulsuites.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",24.7
Estambul IST,Paradise Estambul Resort,4,296.17,272.48,https://www.paradiseestambulresort.com,Eco-Lodge: Enfocado en sostenibilidad y naturaleza.,27.08
Estambul IST,Grand Estambul Resort,4,265.54,244.3,https://www.grandestambulresort.com,"Resort: Ubicado en destinos turísticos, con actividades recreativas.",26.28
Estambul IST,Comfort Estambul Villa,3,165.73,152.47,https://www.comfortestambulvilla.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",29.41
Estambul IST,Urban Estambul Villa,5,311.79,286.85,https://www.urbanestambulvilla.com,"Business Hotel: Ubicado en zonas comerciales, diseñado para negocios.",0.53
Estambul IST,Grand Estambul Retreat,4,171.06,157.38,https://www.grandestambulretreat.com,"Hostal o Albergue: Económico, alojamiento compartido.",11.65
Estambul IST,Luxe Estambul Villa,4,181.79,167.25,https://www.luxeestambulvilla.com,Eco-Lodge: Enfocado en sostenibilidad y naturaleza.,5.45
Estambul IST,Ocean Estambul Haven,4,174.75,160.77,https://www.oceanestambulhaven.com,Eco-Lodge: Enfocado en sostenibilidad y naturaleza.,5.27
Estambul IST,Paradise Estambul Retreat,3,172.8,158.98,https://www.paradiseestambulretreat.com,"Business Hotel: Ubicado en zonas comerciales, diseñado para negocios.",29.55
Estambul IST,Royal Estambul Residence,4,258.91,238.2,https://www.royalestambulresidence.com,"Business Hotel: Ubicado en zonas comerciales, diseñado para negocios.",16.24
Estambul IST,Urban Estambul Hotel,4,160.1,147.29,https://www.urbanestambulhotel.com,"Business Hotel: Ubicado en zonas comerciales, diseñado para negocios.",11.02
Estambul IST,Ocean Estambul Palace,4,357.95,329.31,https://www.oceanestambulpalace.com,Eco-Lodge: Enfocado en sostenibilidad y naturaleza.,28.32
Estambul IST,Comfort Estambul Residence,5,278.5,256.22,https://www.comfortestambulresidence.com,"Business Hotel: Ubicado en zonas comerciales, diseñado para negocios.",6.63
Estambul IST,Comfort Estambul Retreat,5,471.83,434.08,https://www.comfortestambulretreat.com,"Airport Hotel: Cerca de aeropuertos, ideal para estancias cortas.",22.72
Estambul IST,Heritage Estambul Residence,5,492.39,453.0,https://www.heritageestambulresidence.com,"Business Hotel: Ubicado en zonas comerciales, diseñado para negocios.",20.85
Estambul IST,Comfort Estambul Palace,3,162.56,149.56,https://www.comfortestambulpalace.com,"Business Hotel: Ubicado en zonas comerciales, diseñado para negocios.",6.17
Estambul IST,Comfort Estambul Inn,5,161.78,148.84,https://www.comfortestambulinn.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",15.01
Estambul IST,Ocean Estambul Residence,4,228.93,210.62,https://www.oceanestambulresidence.com,"Resort: Ubicado en destinos turísticos, con actividades recreativas.",13.79
Estambul IST,Paradise Estambul Haven,5,422.23,388.45,https://www.paradiseestambulhaven.com,"Resort: Ubicado en destinos turísticos, con actividades recreativas.",18.65
Estambul IST,Comfort Estambul Haven,4,169.3,155.76,https://www.comfortestambulhaven.com,"Hostal o Albergue: Económico, alojamiento compartido.",12.96
Estambul IST,Elite Estambul Retreat,5,371.26,341.56,https://www.eliteestambulretreat.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",18.36
Estambul IST,Grand Estambul Inn,5,392.67,361.26,https://www.grandestambulinn.com,"Resort: Ubicado en destinos turísticos, con actividades recreativas.",19.74
Estambul IST,Grand Estambul Resort,5,491.99,452.63,https://www.grandestambulresort.com,"Business Hotel: Ubicado en zonas comerciales, diseñado para negocios.",11.63
Estambul IST,Urban Estambul Hotel,4,284.13,261.4,https://www.urbanestambulhotel.com,Eco-Lodge: Enfocado en sostenibilidad y naturaleza.,1.39
Estambul IST,Grand Estambul Inn,3,155.47,143.03,https://www.grandestambulinn.com,"Business Hotel: Ubicado en zonas comerciales, diseñado para negocios.",7.83
Estambul IST,Elite Estambul Retreat,5,188.49,173.41,https://www.eliteestambulretreat.com,"Hostal o Albergue: Económico, alojamiento compartido.",20.99
Estambul IST,Grand Estambul Residence,5,473.31,435.45,https://www.grandestambulresidence.com,"Airport Hotel: Cerca de aeropuertos, ideal para estancias cortas.",19.29
Estambul IST,Sunset Estambul Hotel,5,325.78,299.72,https://www.sunsetestambulhotel.com,"Hostal o Albergue: Económico, alojamiento compartido.",10.11
Estambul IST,Ocean Estambul Palace,4,272.13,250.36,https://www.oceanestambulpalace.com,Eco-Lodge: Enfocado en sostenibilidad y naturaleza.,4.72
Estambul IST,Paradise Estambul Haven,5,404.08,371.75,https://www.paradiseestambulhaven.com,"Airport Hotel: Cerca de aeropuertos, ideal para estancias cortas.",3.92
Estambul IST,Comfort Estambul Retreat,3,100.12,92.11,https://www.comfortestambulretreat.com,"Business Hotel: Ubicado en zonas comerciales, diseñado para negocios.",7.14
Estambul IST,Elite Estambul Villa,4,227.32,209.13,https://www.eliteestambulvilla.com,Eco-Lodge: Enfocado en sostenibilidad y naturaleza.,6.3
Estambul IST,Sunset Estambul Villa,3,251.37,231.26,https://www.sunsetestambulvilla.com,"Hostal o Albergue: Económico, alojamiento compartido.",5.35
Estambul IST,Sunset Estambul Haven,4,275.7,253.64,https://www.sunsetestambulhaven.com,"Hostal o Albergue: Económico, alojamiento compartido.",0.98
Estambul IST,Paradise Estambul Resort,4,351.52,323.4,https://www.paradiseestambulresort.com,"Hostal o Albergue: Económico, alojamiento compartido.",8.84
Estambul IST,Sunset Estambul Villa,5,369.59,340.02,https://www.sunsetestambulvilla.com,"Business Hotel: Ubicado en zonas comerciales, diseñado para negocios.",3.78
Estambul IST,Paradise Estambul Lodge,5,466.01,428.73,https://www.paradiseestambullodge.com,"Business Hotel: Ubicado en zonas comerciales, diseñado para negocios.",20.29
Estambul IST,Ocean Estambul Villa,4,396.55,364.83,https://www.oceanestambulvilla.com,"Resort: Ubicado en destinos turísticos, con actividades recreativas.",12.72
Estambul IST,Ocean Estambul Haven,3,183.09,168.44,https://www.oceanestambulhaven.com,"Business Hotel: Ubicado en zonas comerciales, diseñado para negocios.",16.48
Estambul IST,Ocean Estambul Palace,5,341.19,313.89,https://www.oceanestambulpalace.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",21.57
Estambul IST,Paradise Estambul Suites,3,136.25,125.35,https://www.paradiseestambulsuites.com,"Resort: Ubicado en destinos turísticos, con actividades recreativas.",29.32
